ticker,name,market,sector,index
CCBG,Capital City Bank Group - Common Stock,US,,USALL
CCC,CCC Intelligent Solutions Holdings Inc. - Common Stock,US,,USALL
CCCC,"C4 Therapeutics, Inc. - Common Stock",US,,USALL
CCCT,Columbus Circle Capital Corp III - Class A Ordinary Shares,US,,USALL
CCD,Calamos Dynamic Convertible & Income Fund - Closed End Fund,US,,USALL
CCEC,Capital Clean Energy Carriers Corp. - Common Share,US,,USALL
CCEL,"Cryo-Cell International, Inc. Common Stock",US,,USALL
CCEP,Coca-Cola Europacific Partners plc - Ordinary Shares,US,,USALL
CCG,Cheche Group Inc. - Class A Ordinary Shares,US,,USALL
CCHH,CCH Holdings Ltd - Class A Ordinary Shares,US,,USALL
CCI,Crown Castle Inc. Common Stock,US,,USALL
CCIF,Carlyle Credit Income Fund Shares of Beneficial Interest,US,,USALL
CCII,Cohen Circle Acquisition Corp. II - Class A Ordinary Shares,US,,USALL
CCJ,Cameco Corporation Common Stock,US,,USALL
CCK,"Crown Holdings, Inc.",US,,USALL
CCL,Carnival Corporation Ltd. Common Shares,US,,USALL
CCLD,"CareCloud, Inc. - Common Stock",US,,USALL
CCNE,CNB Financial Corporation - Common Stock,US,,USALL
CCO,"Clear Channel Outdoor Holdings, Inc. Common Stock",US,,USALL
CCOI,"Cogent Communications Holdings, Inc. - Common Stock",US,,USALL
CCS,"Century Communities, Inc. Common Stock",US,,USALL
CCSI,"Consensus Cloud Solutions, Inc. - Common Stock",US,,USALL
CCU,"Compania Cervecerias Unidas, S.A. Common Stock",US,,USALL
CCXI,Churchill Capital Corp XI - Class A Ordinary Shares,US,,USALL
CCZ,Comcast Holdings ZONES,US,,USALL
CD,Chaince Digital Holdings Inc. - American Ordinary Shares,US,,USALL
CDE,"Coeur Mining, Inc. Common Stock",US,,USALL
CDIO,Cardio Diagnostics Holdings Inc. - Common stock,US,,USALL
CDLX,"Cardlytics, Inc. - Common Stock",US,,USALL
CDNA,"CareDx, Inc. - Common Stock",US,,USALL
CDNL,Cardinal Infrastructure Group Inc. - Class A Common Stock,US,,USALL
CDNS,"Cadence Design Systems, Inc. - Common Stock",US,,USALL
CDP,COPT Defense Properties Common Shares of Beneficial Interest,US,,USALL
CDRE,"Cadre Holdings, Inc. Common Stock",US,,USALL
CDRO,"Codere Online Luxembourg, S.A. - Ordinary Shares",US,,USALL
CDT,CDT Equity Inc. - Common Stock,US,,USALL
CDTG,CDT Environmental Technology Investment Holdings Limited - ordinary shares,US,,USALL
CDW,CDW Corporation - Common Stock,US,,USALL
CDXS,"Codexis, Inc. - Common Stock",US,,USALL
CDZI,"Cadiz, Inc. - Common Stock",US,,USALL
CE,Celanese Corporation Common Stock,US,,USALL
CECO,CECO Environmental Corp. - Common Stock,US,,USALL
CEE,"The Central and Eastern Europe Fund, Inc. (The) Common Stock",US,,USALL
CELC,Celcuity Inc. - Common Stock,US,,USALL
CELH,"Celsius Holdings, Inc. - Common Stock",US,,USALL
CELU,Celularity Inc. - Class A Common Stock,US,,USALL
CELZ,"Creative Medical Technology Holdings, Inc. - Common Stock",US,,USALL
CENN,Cenntro Inc. - Common Stock,US,,USALL
CENT,Central Garden & Pet Company - Common Stock,US,,USALL
CENTA,Central Garden & Pet Company - Class A Common Stock Nonvoting,US,,USALL
CENX,Century Aluminum Company - Common Stock,US,,USALL
CEPF,"Cantor Equity Partners IV, Inc. - Class A Ordinary Shares",US,,USALL
CEPL,"Capstone Energy Plus, Inc. - Common Stock",US,,USALL
CEPO,"Cantor Equity Partners I, Inc. - Class A Ordinary Shares",US,,USALL
CEPS,"Cantor Equity Partners VI, Inc. - Class A Ordinary Shares",US,,USALL
CEPV,"Cantor Equity Partners V, Inc. - Class A Ordinary Shares",US,,USALL
CERS,Cerus Corporation - Common Stock,US,,USALL
CERT,"Certara, Inc. - Common Stock",US,,USALL
CET,Central Securities Corporation Common Stock,US,,USALL
CETX,Cemtrex Inc. - Common Stock,US,,USALL
CETY,"Clean Energy Technologies, Inc. - Common Stock",US,,USALL
CEV,Eaton Vance California Municipal Income Trust Shares of Beneficial Interest,US,,USALL
CEVA,"CEVA, Inc. - Common Stock",US,,USALL
CF,"CF Industries Holdings, Inc. Common Stock",US,,USALL
CFBK,CF Bankshares Inc. - Common Stock,US,,USALL
CFFI,C&F Financial Corporation - Common Stock,US,,USALL
CFFN,"Capitol Federal Financial, Inc. - Common Stock",US,,USALL
CFG,"Citizens Financial Group, Inc. Common Stock",US,,USALL
CFND,C1 Fund Inc. Common Stock,US,,USALL
CFR,"Cullen/Frost Bankers, Inc. Common Stock",US,,USALL
CG,The Carlyle Group Inc. - Common Stock,US,,USALL
CGAU,Centerra Gold Inc. Common Shares,US,,USALL
CGBD,"Carlyle Secured Lending, Inc. - Closed End Fund",US,,USALL
CGC,Canopy Growth Corporation - Common Shares,US,,USALL
CGCF,Cartesian Growth Corporation IV - Class A Ordinary Shares,US,,USALL
CGEM,"Cullinan Therapeutics, Inc. - Common Stock",US,,USALL
CGEN,Compugen Ltd. - Ordinary Shares,US,,USALL
CGNT,Cognyte Software Ltd. - Ordinary Shares,US,,USALL
CGNX,Cognex Corporation - Common Stock,US,,USALL
CGO,Calamos Global Total Return Fund - Closed End Fund,US,,USALL
CGON,"CG Oncology, Inc. - Common stock",US,,USALL
CGTL,Creative Global Technology Holdings Limited - Class A Ordinary Shares,US,,USALL
CGTX,"Cognition Therapeutics, Inc. - Common Stock",US,,USALL
CHAR,Charlton Aria Acquisition Corporation - Class A Ordinary Shares,US,,USALL
CHCI,"Comstock Holding Companies, Inc. - Class A Common Stock",US,,USALL
CHCO,City Holding Company - Common Stock,US,,USALL
CHCT,Community Healthcare Trust Incorporated Common Stock,US,,USALL
CHD,"Church & Dwight Company, Inc. Common Stock",US,,USALL
CHDN,"Churchill Downs, Incorporated - Common Stock",US,,USALL
CHE,Chemed Corp,US,,USALL
CHEC,Chenghe Acquisition III Co. - Class A Ordinary Shares,US,,USALL
CHEF,"The Chefs' Warehouse, Inc. - Common Stock",US,,USALL
CHGG,"Chegg, Inc. Common Stock",US,,USALL
CHH,"Choice Hotels International, Inc. Common Stock",US,,USALL
CHI,Calamos Convertible Opportunities and Income Fund - Closed End Fund,US,,USALL
CHKP,Check Point Software Technologies Ltd. - Ordinary Shares,US,,USALL
CHMG,Chemung Financial Corp  - Common Stock,US,,USALL
CHMI,Cherry Hill Mortgage Investment Corporation Common Stock,US,,USALL
CHNR,"China Natural Resources, Inc. - Common Shares",US,,USALL
CHOW,ChowChow Cloud International Holdings Limited Ordinary Shares,US,,USALL
CHPG,ChampionsGate Acquisition Corporation - Class A Ordinary Share,US,,USALL
CHPT,"ChargePoint Holdings, Inc. Common Stock",US,,USALL
CHR,"Cheer Holding, Inc.  - Class A Ordinary Share",US,,USALL
CHRD,Chord Energy Corporation - Common Stock,US,,USALL
CHRN,ChronoScale Holdings Corporation - Common Stock,US,,USALL
CHRS,"Coherus Oncology, Inc. - Common Stock",US,,USALL
CHRW,"C.H. Robinson Worldwide, Inc. - Common Stock",US,,USALL
CHSN,Chanson International Holding - Class A Ordinary Shares,US,,USALL
CHT,"Chunghwa Telecom Co., Ltd.",US,,USALL
CHTR,"Charter Communications, Inc. - Class A Common Stock",US,,USALL
CHW,Calamos Global Dynamic Income Fund - Closed End Fund,US,,USALL
CHWY,"Chewy, Inc. Class A Common Stock",US,,USALL
CHY,Calamos Convertible and High Income Fund - Closed End Fund,US,,USALL
CHYM,"Chime Financial, Inc. - Class A Common Stock",US,,USALL
CI,The Cigna Group Common Stock,US,,USALL
CIA,"Citizens, Inc. Class A Common Stock ($1.00 Par)",US,,USALL
CIEN,Ciena Corporation Common Stock,US,,USALL
CIFR,Cipher Digital Inc. - Common Stock,US,,USALL
CIGI,Colliers International Group Inc.  - Subordinate Voting Shares,US,,USALL
CII,"BlackRock Enhanced Large Cap Core Fund, Inc. Common Stock",US,,USALL
CIIT,"Tianci International, Inc. - Common Stock",US,,USALL
CIK,"Credit Suisse Asset Management Income Fund, Inc. Common Stock",US,,USALL
CIM,Chimera Investment Corporation Common Stock,US,,USALL
CINF,Cincinnati Financial Corporation - Common Stock,US,,USALL
CING,Cingulate Inc. - Common Stock,US,,USALL
CINT,CI&T Inc Class A Common Shares,US,,USALL
CION,CION Investment Corporation Common Stock,US,,USALL
CISS,C3is Inc. - Common Stock,US,,USALL
CITR,CitroTech Inc. Common Stock,US,,USALL
CIVB,"Civista Bancshares, Inc.  - Common Stock",US,,USALL
CIX,CompX International Inc. Common Stock,US,,USALL
CKX,"CKX Lands, Inc. Common Stock",US,,USALL
CL,Colgate-Palmolive Company Common Stock,US,,USALL
CLAR,Clarus Corporation - Common Stock,US,,USALL
CLB,Core Laboratories Inc. Common Stock,US,,USALL
CLBK,"Columbia Financial, Inc. - Common Stock",US,,USALL
CLBR,Colombier Acquisition Corp. III Class A Ordinary Shares,US,,USALL
CLBT,Cellebrite DI Ltd. - Ordinary Shares,US,,USALL
CLDI,"Calidi Biotherapeutics, Inc. Common Stock",US,,USALL
CLDT,Chatham Lodging Trust (REIT) Common Shares of Beneficial Interest,US,,USALL
CLDX,"Celldex Therapeutics, Inc. - Common Stock",US,,USALL
CLF,Cleveland-Cliffs Inc. Common Stock,US,,USALL
CLFD,"Clearfield, Inc. - Common Stock",US,,USALL
CLH,"Clean Harbors, Inc. Common Stock",US,,USALL
CLIK,Click Holdings Limited - Ordinary Share,US,,USALL
CLIR,ClearSign Technologies Corporation - Common Stock,US,,USALL
CLM,"Cornerstone Strategic Investment Fund, Inc. Common Shares",US,,USALL
CLMB,"Climb Global Solutions, Inc. - Common Stock",US,,USALL
CLMT,"Calumet, Inc - Common Stock",US,,USALL
CLNE,Clean Energy Fuels Corp. - Common Stock,US,,USALL
CLNN,Clene Inc. - Common Stock,US,,USALL
CLOV,"Clover Health Investments, Corp.  - Class A Common stock",US,,USALL
CLPR,Clipper Realty Inc. Common Stock,US,,USALL
CLPT,ClearPoint Neuro Inc. - Common Stock,US,,USALL
CLRB,"Cellectar Biosciences, Inc. - Common Stock",US,,USALL
CLS,"Celestica, Inc. Common Stock",US,,USALL
CLSK,"CleanSpark, Inc. - Common Stock",US,,USALL
CLST,"Catalyst Bancorp, Inc. - common stock",US,,USALL
CLVT,Clarivate Plc Ordinary Shares,US,,USALL
CLW,Clearwater Paper Corporation Common Stock,US,,USALL
CLWT,Euro Tech Holdings Company Limited - Ordinary Shares,US,,USALL
CLX,Clorox Company (The) Common Stock,US,,USALL
CLYM,"Climb Bio, Inc. - Common Stock",US,,USALL
CM,Canadian Imperial Bank of Commerce Common Stock,US,,USALL
CMBT,CMB.TECH NV Ordinary Shares,US,,USALL
CMC,Commercial Metals Company Common Stock,US,,USALL
CMCL,Caledonia Mining Corporation Plc Common Shares,US,,USALL
CMCO,Columbus McKinnon Corporation - Common Stock,US,,USALL
CMCSA,Comcast Corporation - Class A Common Stock,US,,USALL
CMCT,Creative Media  - Common Stock,US,,USALL
CMDB,Costamare Bulkers Holdings Limited Common Stock,US,,USALL
CME,CME Group Inc. - Class A Common Stock,US,,USALL
CMG,"Chipotle Mexican Grill, Inc. Common Stock",US,,USALL
CMI,Cummins Inc. Common Stock,US,,USALL
CMND,Clearmind Medicine Inc. - Common Shares,US,,USALL
CMP,Compass Minerals Intl Inc Common Stock,US,,USALL
CMPR,Cimpress plc - Ordinary Shares,US,,USALL
CMPX,"Compass Therapeutics, Inc. - Common Stock",US,,USALL
CMRC,"Commerce.com, Inc. - Series 1 Common Stock",US,,USALL
CMRE,Costamare Inc. Common Stock $0.0001 par value,US,,USALL
CMS,CMS Energy Corporation Common Stock,US,,USALL
CMT,Core Molding Technologies Inc Common Stock,US,,USALL
CMTG,"Claros Mortgage Trust, Inc. Common Stock",US,,USALL
CMTL,Comtech Telecommunications Corp. - Common Stock,US,,USALL
CMTV,Community Bancorp.  - Common stock,US,,USALL
CNA,CNA Financial Corporation Common Stock,US,,USALL
CNC,Centene Corporation Common Stock,US,,USALL
CNCK,Coincheck Group N.V. - Ordinary Shares,US,,USALL
CNDT,Conduent Incorporated - Common Stock,US,,USALL
CNET,ZW Data Action Technologies Inc. - Common Stock,US,,USALL
CNH,CNH Industrial N.V. Common Shares,US,,USALL
CNI,Canadian National Railway Company Common Stock,US,,USALL
CNK,"Cinemark Holdings Inc Cinemark Holdings, Inc. Common Stock",US,,USALL
CNL,Collective Mining Ltd. - Common Stock,US,,USALL
CNM,"Core & Main, Inc. Class A Common Stock",US,,USALL
CNMD,CONMED Corporation Common Stock,US,,USALL
CNNE,"Cannae Holdings, Inc. Common Stock",US,,USALL
CNO,"CNO Financial Group, Inc. Common Stock",US,,USALL
CNOB,"ConnectOne Bancorp, Inc. - Common Stock",US,,USALL
CNP,"CenterPoint Energy, Inc (Holding Co) Common Stock",US,,USALL
CNQ,Canadian Natural Resources Limited Common Stock,US,,USALL
CNR,"Core Natural Resources, Inc. Common Stock",US,,USALL
CNS,Cohen & Steers Inc Common Stock,US,,USALL
CNSP,"CNS Pharmaceuticals, Inc. - Common Stock",US,,USALL
CNSY,"Cerenome, Inc. - Common Stock",US,,USALL
CNTB,Connect Biopharma Holdings Limited - Ordinary Shares,US,,USALL
CNTN,"Canton Strategic Holdings, Inc. - Common Stock",US,,USALL
CNTY,"Century Casinos, Inc. - Common Stock",US,,USALL
CNVS,Cineverse Corp. - Class A Common Stock,US,,USALL
CNX,CNX Resources Corporation Common Stock,US,,USALL
CNXC,Concentrix Corporation - Common Stock,US,,USALL
CNXN,"PC Connection, Inc. - Common Stock",US,,USALL
CNXU,Conexeu Sciences Inc. - Common Stock,US,,USALL
COAG,"Hemab Therapeutics Holdings, Inc. - Common Stock",US,,USALL
COCO,"The Vita Coco Company, Inc. - Common Stock",US,,USALL
COCP,"Cocrystal Pharma, Inc. - Common Stock",US,,USALL
CODA,"Coda Octopus Group, Inc. - Common stock",US,,USALL
CODI,D/B/A Compass Diversified Holdings Shares of Beneficial Interest,US,,USALL
CODX,"Co-Diagnostics, Inc. - Common Stock",US,,USALL
COF,Capital One Financial Corporation Common Stock,US,,USALL
COFS,"ChoiceOne Financial Services, Inc. - Common Stock",US,,USALL
COGT,"Cogent Biosciences, Inc. - Common Stock",US,,USALL
COHN,Cohen & Company Inc.,US,,USALL
COHR,Coherent Corp. Common Stock,US,,USALL
COHU,"Cohu, Inc. - Common Stock",US,,USALL
COIN,"Coinbase Global, Inc. - Class A Common Stock",US,,USALL
COKE,"Coca-Cola Consolidated, Inc. - Common Stock",US,,USALL
COLB,"Columbia Banking System, Inc. - Common Stock",US,,USALL
COLD,"Americold Realty Trust, Inc. Common Stock",US,,USALL
COLL,"Collegium Pharmaceutical, Inc. - Common Stock",US,,USALL
COLM,Columbia Sportswear Company - Common Stock,US,,USALL
COMP,"Compass, Inc. Class A Common Stock",US,,USALL
CON,"Concentra Group Holdings Parent, Inc. Common Stock",US,,USALL
COO,"The Cooper Companies, Inc.  - Common Stock",US,,USALL
COOK,"Traeger, Inc. Common Stock",US,,USALL
COP,ConocoPhillips Common Stock,US,,USALL
COPL,Copley Acquisition Corp Ordinary Shares,US,,USALL
COPR,Idaho Copper Corporation Common Stock,US,,USALL
COR,"Cencora, Inc. Common Stock",US,,USALL
CORT,Corcept Therapeutics Incorporated - Common Stock,US,,USALL
CORZ,"Core Scientific, Inc. - Common Stock",US,,USALL
COSO,"CoastalSouth Bancshares, Inc. Common Stock",US,,USALL
COST,Costco Wholesale Corporation - Common Stock,US,,USALL
COTY,Coty Inc. Class A Common Stock,US,,USALL
COUR,"Coursera, Inc. Common Stock",US,,USALL
COYA,"Coya Therapeutics, Inc. - Common Stock",US,,USALL
CP,Canadian Pacific Kansas City Limited Common Shares,US,,USALL
CPA,"Copa Holdings, S.A. Class A Common Stock",US,,USALL
CPAY,"Corpay, Inc. Common Stock",US,,USALL
CPB,The Campbell's Company - Common Stock,US,,USALL
CPBI,"Central Plains Bancshares, Inc. - Common Stock",US,,USALL
CPF,Central Pacific Financial Corp New,US,,USALL
CPHC,Canterbury Park Holding Corporation - Common Stock,US,,USALL
CPHI,"China Pharma Holdings, Inc. Common Stock",US,,USALL
CPIX,Cumberland Pharmaceuticals Inc. - Common Stock,US,,USALL
CPK,Chesapeake Utilities Corporation Common Stock,US,,USALL
CPNG,"Coupang, Inc. Class A Common Stock",US,,USALL
CPRI,Capri Holdings Limited Ordinary Shares,US,,USALL
CPRT,"Copart, Inc. - Common Stock",US,,USALL
CPS,Cooper-Standard Holdings Inc. Common Stock,US,,USALL
CPSH,CPS Technologies Corp. - Common Stock,US,,USALL
CPSS,"Consumer Portfolio Services, Inc. - Common Stock",US,,USALL
CPT,Camden Property Trust Common Stock,US,,USALL
CPZ,Calamos Long/Short Equity & Dynamic Income Trust - Closed End Fund,US,,USALL
CR,Crane Company Common Stock,US,,USALL
CRAC,Crown Reserve Acquisition Corp. I - Class A Ordinary Shares,US,,USALL
CRAI,"CRA International,Inc. - Common Stock",US,,USALL
CRAN,Crane Harbor Acquisition Corp. II - Class A Ordinary Shares,US,,USALL
CRAQ,Cal Redwood Acquisition Corp. - Class A Ordinary Shares,US,,USALL
CRBG,Corebridge Financial Inc. Common Stock,US,,USALL
CRBP,"Corbus Pharmaceuticals Holdings, Inc. - Common Stock",US,,USALL
CRBU,"Caribou Biosciences, Inc. - Common Stock",US,,USALL
CRC,California Resources Corporation Common Stock,US,,USALL
CRCL,"Circle Internet Group, Inc. Class A Common Stock",US,,USALL
CRCT,"Cricut, Inc. - Class A common stock",US,,USALL
CRD-A,Crawford & Company Common Stock,US,,USALL
CRD-B,Crawford & Company Common Stock,US,,USALL
CRDF,"Cardiff Oncology, Inc. - Common Stock",US,,USALL
CRDL,Cardiol Therapeutics Inc. - Class A Common Shares,US,,USALL
CRDO,Credo Technology Group Holding Ltd - Ordinary Shares,US,,USALL
CRE,Cre8 Enterprise Limited - Class A Ordinary Shares,US,,USALL
CREX,"Creative Realities, Inc. - Common Stock",US,,USALL
CRF,"Cornerstone Total Return Fund, Inc. (The) Common Stock",US,,USALL
CRGO,Freightos Limited - Ordinary shares,US,,USALL
CRGY,Crescent Energy Company Class A Common Stock,US,,USALL
CRH,CRH PLC Ordinary Shares,US,,USALL
CRI,"Carter's, Inc. Common Stock",US,,USALL
CRIS,"Curis, Inc. - Common Stock",US,,USALL
CRK,"Comstock Resources, Inc. Common Stock",US,,USALL
CRL,"Charles River Laboratories International, Inc. Common Stock",US,,USALL
CRM,"Salesforce, Inc. Common Stock",US,,USALL
CRMD,CorMedix Inc. - Common Stock,US,,USALL
CRML,Critical Metals Corp. - Ordinary Shares,US,,USALL
CRMT,"America's Car-Mart, Inc. - Common Stock",US,,USALL
CRNC,Cerence Inc. - Common Stock,US,,USALL
CRNT,Ceragon Networks Ltd. - Ordinary Shares,US,,USALL
CRNX,"Crinetics Pharmaceuticals, Inc. - Common Stock",US,,USALL
CRON,Cronos Group Inc. - Common Share,US,,USALL
CROX,"Crocs, Inc. - Common Stock",US,,USALL
CRS,Carpenter Technology Corporation Common Stock,US,,USALL
CRSP,CRISPR Therapeutics AG - Common Shares,US,,USALL
CRSR,"Corsair Gaming, Inc. - Common Stock",US,,USALL
CRT,Cross Timbers Royalty Trust Common Stock,US,,USALL
CRTO,Criteo S.A. - Ordinary Shares,US,,USALL
CRUS,"Cirrus Logic, Inc. - Common Stock",US,,USALL
CRVL,CorVel Corp. - Common Stock,US,,USALL
CRVO,CervoMed Inc. - Common Stock,US,,USALL
CRVS,"Corvus Pharmaceuticals, Inc. - Common Stock",US,,USALL
CRWD,"CrowdStrike Holdings, Inc. - Class A Common Stock",US,,USALL
CRWS,"Crown Crafts, Inc. - Common Stock",US,,USALL
CRWV,"CoreWeave, Inc. - Class A Common Stock",US,,USALL
CSAI,"Cloudastructure, Inc. - Class A Common Stock",US,,USALL
CSAN,Cosan S.A. ADS,US,,USALL
CSBR,"Champions Oncology, Inc. - Common Stock",US,,USALL
CSCO,"Cisco Systems, Inc. - Common Stock",US,,USALL
CSGP,"CoStar Group, Inc. - Common Stock",US,,USALL
CSHR,CoinShares PLC - Ordinary Shares,US,,USALL
CSIQ,Canadian Solar Inc. - Common Shares,US,,USALL
CSL,Carlisle Companies Incorporated Common Stock,US,,USALL
CSPI,CSP Inc. - Common Stock,US,,USALL
CSQ,Calamos Strategic Total Return Fund - Closed End Fund,US,,USALL
CSQR,"Csquare, Inc. Common Stock",US,,USALL
CSR,D/B/A Centerspace Common Stock,US,,USALL
CSTE,Caesarstone Ltd. - Ordinary Shares,US,,USALL
CSTL,"Castle Biosciences, Inc. - Common stock",US,,USALL
CSTM,Constellium SE Ordinary Shares (France),US,,USALL
CSV,"Carriage Services, Inc. Common Stock",US,,USALL
CSW,"CSW Industrials, Inc. Common Stock",US,,USALL
CSWC,Capital Southwest Corporation - Common Stock,US,,USALL
CSX,CSX Corporation - Common Stock,US,,USALL
CTAA,ClearThink 1 Acquisition Corp. - Class A Ordinary Shares,US,,USALL
CTAS,Cintas Corporation - Common Stock,US,,USALL
CTBI,"Community Trust Bancorp, Inc. - Common Stock",US,,USALL
CTEV,Claritev Corporation Class A Common Stock,US,,USALL
CTGO,Contango Silver & Gold Inc. Common Stock,US,,USALL
CTKB,"Cytek Biosciences, Inc. - Common Stock",US,,USALL
CTM,"Castellum, Inc. Common Stock",US,,USALL
CTMX,"CytomX Therapeutics, Inc. - Common Stock",US,,USALL
CTNM,"Contineum Therapeutics, Inc. - Common stock",US,,USALL
CTNT,Cheetah Net Supply Chain Service Inc. - Class A Common Stock,US,,USALL
CTO,"CTO Realty Growth, Inc. Common Stock",US,,USALL
CTOS,"Custom Truck One Source, Inc. Common Stock",US,,USALL
CTRE,"CareTrust REIT, Inc. Common Stock",US,,USALL
CTRI,"Centuri Holdings, Inc. Common Stock",US,,USALL
CTRM,Castor Maritime Inc. - Common Shares,US,,USALL
CTRN,"Citi Trends, Inc. - Common Stock",US,,USALL
CTS,CTS Corporation Common Stock,US,,USALL
CTSH,Cognizant Technology Solutions Corporation - Class A Common Stock,US,,USALL
CTVA,"Corteva, Inc. Common Stock",US,,USALL
CTW,CTW - Class A Ordinary Shares,US,,USALL
CUB,Lionheart Holdings - Class A Ordinary Shares,US,,USALL
CUBE,CubeSmart Common Shares,US,,USALL
CUBI,"Customers Bancorp, Inc Common Stock",US,,USALL
CUE,"Cue Biopharma, Inc. - Common Stock",US,,USALL
CULP,"Culp, Inc. - Common Shares",US,,USALL
CUPR,Cuprina Holdings (Cayman) Limited - Class A Ordinary shares,US,,USALL
CURB,Curbline Properties Corp. Common Stock,US,,USALL
CURI,CuriosityStream Inc.  - Class A Common Stock,US,,USALL
CURR,Currenc Group Inc. - Ordinary Shares,US,,USALL
CURV,Torrid Holdings Inc. Common Stock,US,,USALL
CUZ,Cousins Properties Incorporated Common Stock,US,,USALL
CV,"CapsoVision, Inc. - Common Stock",US,,USALL
CVBF,CVB Financial Corporation - Common Stock,US,,USALL
CVCO,"Cavco Industries, Inc. - Common Stock",US,,USALL
CVE,Cenovus Energy Inc Common Stock,US,,USALL
CVEO,Civeo Corporation (Canada) Common Shares,US,,USALL
CVGI,"Commercial Vehicle Group, Inc. - Common Stock",US,,USALL
CVI,CVR Energy Inc. Common Stock,US,,USALL
CVKD,"Cadrenal Therapeutics, Inc. - Common Stock",US,,USALL
CVLG,"Covenant Logistics Group, Inc. Class A Common Stock",US,,USALL
CVLT,"Commvault Systems, Inc. - Common Stock",US,,USALL
CVM,Cel-Sci Corporation Common Stock,US,,USALL
CVNA,Carvana Co. Class A Common Stock,US,,USALL
CVR,Chicago Rivet & Machine Co. Common Stock,US,,USALL
CVRX,"CVRx, Inc. - Common Stock",US,,USALL
CVS,CVS Health Corporation Common Stock,US,,USALL
CVSA,Covista Inc. Common Shares,US,,USALL
CVU,"CPI Aerostructures, Inc. Common Stock",US,,USALL
CVV,CVD Equipment Corporation - Common Stock,US,,USALL
CVX,Chevron Corporation Common Stock,US,,USALL
CW,Curtiss-Wright Corporation Common Stock,US,,USALL
CWBC,Community West Bancshares - Common Stock,US,,USALL
CWCO,Consolidated Water Co. Ltd. - Ordinary Shares,US,,USALL
CWD,CaliberCos Inc. - Class A Common Stock,US,,USALL
CWEN,"Clearway Energy, Inc. Class C Common Stock",US,,USALL
CWH,"Camping World Holdings, Inc. Class A Common Stock",US,,USALL
CWK,Cushman & Wakefield Ltd. Common Shares,US,,USALL
CWST,"Casella Waste Systems, Inc. - Class A Common Stock",US,,USALL
CWT,California Water Service Group Common Stock,US,,USALL
CX,"Cemex, S.A.B. de C.V. Sponsored ADR",US,,USALL
CXDO,"Crexendo, Inc. - Common Stock",US,,USALL
CXII,Churchill Capital Corp XII - Class A Ordinary Shares,US,,USALL
CXM,"Sprinklr, Inc. Class A Common Stock",US,,USALL
CXT,"Crane NXT, Co. Common Stock",US,,USALL
CXW,"CoreCivic, Inc. Common Stock",US,,USALL
CYCN,"Cyclerion Therapeutics, Inc. - Common Stock",US,,USALL
CYD,China Yuchai International Limited Common Stock,US,,USALL
CYH,"Community Health Systems, Inc. Common Stock",US,,USALL
CYN,Cyngn Inc. - Common stock,US,,USALL
CYRX,"CryoPort, Inc. - Common Stock",US,,USALL
CYTK,"Cytokinetics, Incorporated - Common Stock",US,,USALL
CZFS,"Citizens Financial Services, Inc. - Common Stock",US,,USALL
CZNC,Citizens & Northern Corp - Common Stock,US,,USALL
CZR,"Caesars Entertainment, Inc. - Common Stock",US,,USALL
CZWI,"Citizens Community Bancorp, Inc. - Common Stock",US,,USALL
D,"Dominion Energy, Inc. Common Stock",US,,USALL
DAAQ,Digital Asset Acquisition Corp. - Class A Ordinary shares,US,,USALL
DAC,Danaos Corporation Common Stock,US,,USALL
DAIO,Data I/O Corporation - Common Stock,US,,USALL
DAKT,"Daktronics, Inc. - Common Stock",US,,USALL
DAL,"Delta Air Lines, Inc. Common Stock",US,,USALL
DAN,Dana Incorporated Common Stock,US,,USALL
DAR,Darling Ingredients Inc. Common Stock,US,,USALL
DASH,"DoorDash, Inc. - Common Stock",US,,USALL
DAVE,Dave Inc.  - Class A Common Stock,US,,USALL
DB,Deutsche Bank AG Common Stock,US,,USALL
DBCA,D. Boral Acquisition I Corp. - Class A Ordinary Shares,US,,USALL
DBD,Diebold Nixdorf Incorporated Common stock,US,,USALL
DBGI,"Digital Brands Group, Inc. - Common Stock",US,,USALL
DBI,Designer Brands Inc. Class A Common Stock,US,,USALL
DBL,DoubleLine Opportunistic Credit Fund Common Shares of Beneficial Interest,US,,USALL
DBRG,"DigitalBridge Group, Inc.",US,,USALL
DBRG-H,"DigitalBridge Group, Inc. 7.125% Series H",US,,USALL
DBRG-I,"DigitalBridge Group, Inc. 7.15% Series I",US,,USALL
DBRG-J,"DigitalBridge Group, Inc. 7.125% Series J",US,,USALL
DBX,"Dropbox, Inc. - Class A Common Stock",US,,USALL
DC,Dakota Gold Corp. Common Stock,US,,USALL
DCBO,Docebo Inc. - Common Shares,US,,USALL
DCH,Dauch Corporation Common Stock,US,,USALL
DCI,"Donaldson Company, Inc. Common Stock",US,,USALL
DCO,Ducommun Incorporated Common Stock,US,,USALL
DCOM,"Dime Commercial Bancshares, Inc. Common Stock",US,,USALL
DCOY,Decoy Therapeutics Inc. - Common Stock,US,,USALL
DCTH,"Delcath Systems, Inc. - Common Stock",US,,USALL
DCX,Digital Currency X Technology Inc. - Class A Ordinary Shares,US,,USALL
DD,"DuPont de Nemours, Inc. Common Stock",US,,USALL
DDC,DDC Enterprise Limited Class A Ordinary Shares,US,,USALL
DDD,3D Systems Corporation Common Stock,US,,USALL
DDOG,"Datadog, Inc. - Class A Common Stock",US,,USALL
DDS,"Dillard's, Inc. Common Stock",US,,USALL
