ticker,name,market,sector,index
RXO,"RXO, Inc. Common Stock",US,,USALL
RXRX,"Recursion Pharmaceuticals, Inc. - Class A Common Stock",US,,USALL
RXST,"RxSight, Inc. - Common Stock",US,,USALL
RXT,"Rackspace Technology, Inc. - Common Stock",US,,USALL
RY,Royal Bank Of Canada Common Stock,US,,USALL
RYAM,Rayonier Advanced Materials Inc. Common Stock,US,,USALL
RYAN,"Ryan Specialty Holdings, Inc. Class A Common Stock",US,,USALL
RYDE,Ryde Group Ltd. Class A Ordinary Shares,US,,USALL
RYET,Ruanyun Edai Technology Inc. - Ordinary shares,US,,USALL
RYM,"RYTHM, Inc. - Common Stock",US,,USALL
RYN,Rayonier Inc. REIT Common Stock,US,,USALL
RYOJ,"rYojbaba Co., Ltd. - Common Shares",US,,USALL
RYTM,"Rhythm Pharmaceuticals, Inc. - Common Stock",US,,USALL
RYZ,Ryerson Holding Corporation Common Stock,US,,USALL
RZLT,"Rezolute, Inc. - Common Stock (NV)",US,,USALL
RZLV,Rezolve AI PLC - Ordinary Shares,US,,USALL
S,"SentinelOne, Inc. Class A Common Stock",US,,USALL
SA,"Seabridge Gold, Inc. Common Shares New",US,,USALL
SAAQ,Space Asset Acquisition Corp. - Class A Ordinary Shares,US,,USALL
SABA,Saba Capital Income & Opportunities Fund II Shares of Beneficial Interest,US,,USALL
SABR,Sabre Corporation - Common Stock,US,,USALL
SABS,"SAB Biotherapeutics, Inc. - Common Stock",US,,USALL
SAC,Safeguard Acquisition Corp. Class A Ordinary Shares,US,,USALL
SACH,Sachem Capital Corp. Common Shares,US,,USALL
SAFE,Safehold Inc. New Common Stock,US,,USALL
SAFT,"Safety Insurance Group, Inc. - Common Stock",US,,USALL
SAGU,Shreya Acquisition Group Class A Ordinary Shares,US,,USALL
SAH,"Sonic Automotive, Inc. Common Stock",US,,USALL
SAIA,"Saia, Inc. - Common Stock",US,,USALL
SAIC,Science Applications International Corporation - Common Stock,US,,USALL
SAIH,SAIHEAT Limited - Class A Ordinary Shares,US,,USALL
SAIL,"SailPoint, Inc. - Common Stock",US,,USALL
SAM,"Boston Beer Company, Inc. (The) Common Stock",US,,USALL
SAMG,Silvercrest Asset Management Group Inc. - Common Stock,US,,USALL
SAN,"Banco Santander, S.A. Sponsored ADR (Spain)",US,,USALL
SANA,"Sana Biotechnology, Inc. - Common Stock",US,,USALL
SANG,Sangoma Technologies Corporation - Common Shares,US,,USALL
SANM,Sanmina Corporation - Common Stock,US,,USALL
SAP,SAP  SE ADS,US,,USALL
SAR,Saratoga Investment Corp New,US,,USALL
SARO,"StandardAero, Inc. Common Stock",US,,USALL
SATL,Satellogic Inc. - Class A Common Stock,US,,USALL
SB,"Safe Bulkers, Inc Common Stock ($0.001 par value)",US,,USALL
SBAC,SBA Communications Corporation - Class A Common Stock,US,,USALL
SBCF,Seacoast Banking Corporation of Florida - Common Stock,US,,USALL
SBET,"Sharplink, Inc. - Common Stock",US,,USALL
SBFG,"SB Financial Group, Inc. - Common Stock",US,,USALL
SBFM,Sunshine Biopharma Inc. - Common stock,US,,USALL
SBGI,"Sinclair, Inc. - Class A Common Stock",US,,USALL
SBH,"Sally Beauty Holdings, Inc. (Name to be changed from Sally Holdings, Inc.) Common Stock",US,,USALL
SBI,Western Asset Intermediate Muni Fund Inc Common Stock,US,,USALL
SBLK,Star Bulk Carriers Corp. - Common Shares,US,,USALL
SBMT,Silver Bow Mining Corp. Common Shares,US,,USALL
SBR,Sabine Royalty Trust Common Stock,US,,USALL
SBRA,"Sabra Health Care REIT, Inc. - Common Stock",US,,USALL
SBSI,"Southside Bancshares, Inc. Common Stock",US,,USALL
SBSW,D/B/A Sibanye-Stillwater Limited ADS,US,,USALL
SBUX,Starbucks Corporation - Common Stock,US,,USALL
SBXD,SilverBox Corp IV Class A Ordinary Shares,US,,USALL
SBXE,SilverBox Corp V Class A Ordinary Shares,US,,USALL
SCCO,Southern Copper Corporation Common Stock,US,,USALL
SCD,LMP Capital and Income Fund Inc. Common Stock,US,,USALL
SCE-L,SCE TRUST VI,US,,USALL
SCHL,Scholastic Corporation - Common Stock,US,,USALL
SCHW,Charles Schwab Corporation (The) Common Stock,US,,USALL
SCI,Service Corporation International Common Stock,US,,USALL
SCII,SC II Acquisition Corp. - Class A ordinary share,US,,USALL
SCL,Stepan Company Common Stock,US,,USALL
SCLX,Scilex Holding Company - Common Stock,US,,USALL
SCM,Stellus Capital Investment Corporation Common Stock,US,,USALL
SCOR,"comScore, Inc. - Common Stock",US,,USALL
SCPQ,Social Commerce Partners Corporation - Class A Ordinary Shares,US,,USALL
SCSC,"ScanSource, Inc. - Common Stock",US,,USALL
SCTX,Scribe Therapeutics Inc. - Common Stock,US,,USALL
SCWO,374Water Inc. - common stock,US,,USALL
SCYX,"SCYNEXIS, Inc. - Common Stock",US,,USALL
SCZM,Santacruz Silver Mining Ltd. - Common Shares,US,,USALL
SD,"SandRidge Energy, Inc. Common Stock",US,,USALL
SDEV,Stablecoin Development Corporation Common Stock,US,,USALL
SDGR,"Schrodinger, Inc. - Common Stock",US,,USALL
SDHC,Smith Douglas Homes Corp. Class A Common Stock,US,,USALL
SDHI,Siddhi Acquisition Corp - Class A Common stock,US,,USALL
SDHY,PGIM Short Duration High Yield Opportunities Fund Common Shares,US,,USALL
SDOT,Sadot Group Inc. - Common Stock,US,,USALL
SDRL,Seadrill Limited Common Shares,US,,USALL
SEAT,Vivid Seats Inc. - Class A common stock,US,,USALL
SEB,Seaboard Corporation Common Stock,US,,USALL
SECZ,Securitize Corp. Common Stock,US,,USALL
SEDG,"SolarEdge Technologies, Inc. - Common Stock",US,,USALL
SEED,Origin Agritech Limited - Ordinary Shares,US,,USALL
SEER,"Seer, Inc. - Class A Common Stock",US,,USALL
SEG,Seaport Entertainment Group Inc. Common Stock,US,,USALL
SEI,"Solaris Energy Infrastructure, Inc. Class A Common Stock",US,,USALL
SEIC,SEI Investments Company - Common Stock,US,,USALL
SELF,"Global Self Storage, Inc. - Common Stock",US,,USALL
SENEA,Seneca Foods Corp. - Class A Common Stock,US,,USALL
SENEB,Seneca Foods Corp. - Class B Common Stock,US,,USALL
SENS,"Senseonics Holdings, Inc. - Common Stock",US,,USALL
SEPN,"Septerna, Inc. - Common Stock",US,,USALL
SER,"Serina Therapeutics, Inc. Common Stock",US,,USALL
SERA,"Sera Prognostics, Inc. - Class A Common Stock",US,,USALL
SERV,Serve Robotics Inc. - Common Stock,US,,USALL
SES,SES AI Corporation Class A Common Stock,US,,USALL
SEV,Aptera Motors Corp. - Class B Common Stock,US,,USALL
SEVN,Seven Hills Realty Trust  - Common Stock,US,,USALL
SEZL,Sezzle Inc. - Common Stock,US,,USALL
SF,Stifel Financial Corporation Common Stock,US,,USALL
SFBC,"Sound Financial Bancorp, Inc. - Common Stock",US,,USALL
SFBS,"ServisFirst Bancshares, Inc. Common Stock",US,,USALL
SFD,"Smithfield Foods, Inc. - Common Stock",US,,USALL
SFHG,Samfine Creation Holdings Group Limited - Class A Ordinary Share,US,,USALL
SFIX,"Stitch Fix, Inc. - Class A Common Stock",US,,USALL
SFL,SFL Corporation Ltd,US,,USALL
SFM,"Sprouts Farmers Market, Inc. - Common Stock",US,,USALL
SFNC,Simmons First National Corporation - Common Stock,US,,USALL
SFST,"Southern First Bancshares, Inc. - Common Stock",US,,USALL
SFWL,Shengfeng Development Limited - Class A Ordinary Shares,US,,USALL
SG,"Sweetgreen, Inc. Class A Common Stock",US,,USALL
SGA,"Saga Communications, Inc. - Class A Common Stock",US,,USALL
SGC,"Superior Group of Companies, Inc. - Common Stock",US,,USALL
SGHC,Super Group (SGHC) Limited Ordinary Shares,US,,USALL
SGHT,"Sight Sciences, Inc. - Common Stock",US,,USALL
SGI,Somnigroup International Inc. Common Stock,US,,USALL
SGLY,Singularity Future Technology Ltd. - Common Stock,US,,USALL
SGML,Sigma Lithium Corporation - common shares,US,,USALL
SGMT,Sagimet Biosciences Inc. - Series A Common Stock,US,,USALL
SGP,"SpyGlass Pharma, Inc. - Common Stock",US,,USALL
SGRY,"Surgery Partners, Inc. - Common Stock",US,,USALL
SGU,Star Group L.P. Common Stock,US,,USALL
SHAK,"Shake Shack, Inc. Class A Common Stock",US,,USALL
SHAZ,"SharonAI Holdings, Inc. - Class A Common Stock",US,,USALL
SHBI,"Shore Bancshares, Inc. - Common Stock",US,,USALL
SHC,Sotera Health Company - Common Stock,US,,USALL
SHEN,Shenandoah Telecommunications Co - Common Stock,US,,USALL
SHIM,Shimmick Corporation - Common Stock,US,,USALL
SHIP,Seanergy Maritime Holdings Corp. - Common Stock,US,,USALL
SHLS,"Shoals Technologies Group, Inc. - Class A Common Stock",US,,USALL
SHMD,SCHMID Group N.V. - Class A Ordinary Shares,US,,USALL
SHO,"Sunstone Hotel Investors, Inc. Sunstone Hotel Investors, Inc. Common Shares",US,,USALL
SHOE,"Shoe Station Group, Inc. - Common Stock",US,,USALL
SHOO,"Steven Madden, Ltd. - Common Stock",US,,USALL
SHOP,Shopify Inc. - Class A Subordinate Voting Shares,US,,USALL
SHOT,RMG ML Sports Holdings - Class A Ordinary Shares,US,,USALL
SHPH,"Shuttle Pharmaceuticals Holdings, Inc. - common stock",US,,USALL
SHW,Sherwin-Williams Company (The) Common Stock,US,,USALL
SI,"Shoulder Innovations, Inc. Common Stock",US,,USALL
SIBN,"SI-BONE, Inc. - Common Stock",US,,USALL
SID,Companhia Siderurgica Nacional S.A. Common Stock,US,,USALL
SIDU,"Sidus Space, Inc. - Class A Common Stock",US,,USALL
SIEB,Siebert Financial Corp. - Common Stock,US,,USALL
SIF,"SIFCO Industries, Inc. Common Stock",US,,USALL
SIG,Signet Jewelers Limited Common Shares,US,,USALL
SIGA,SIGA Technologies Inc. - Common Stock,US,,USALL
SIGI,"Selective Insurance Group, Inc. - Common Stock",US,,USALL
SII,Sprott Inc. Common Shares,US,,USALL
SILC,Silicom Ltd - Ordinary Shares,US,,USALL
SILO,"Silo Pharma, Inc. - Common Stock",US,,USALL
SIMA,SIM Acquisition Corp. I - Class A Ordinary Shares,US,,USALL
SIND,Sinda Ltd. Common Stock,US,,USALL
SINT,"SiNtx Technologies, Inc. - Common Stock",US,,USALL
SION,"Sionna Therapeutics, Inc. - Common Stock",US,,USALL
SIRI,SiriusXM Holdings Inc. - Common Stock,US,,USALL
SITC,SITE Centers Corp. Common Stock,US,,USALL
SITE,"SiteOne Landscape Supply, Inc. Common Stock",US,,USALL
SITM,SiTime Corporation - Common Stock,US,,USALL
SJ,Scienjoy Holding Corporation - Class A Ordinary Shares,US,,USALL
SJM,The J.M. Smucker Company Common Stock,US,,USALL
SJT,San Juan Basin Royalty Trust Common Stock,US,,USALL
SKE,Skeena Resources Limited Common Shares,US,,USALL
SKIL,Skillsoft Corp. Class A Common Stock,US,,USALL
SKK,SKK Holdings Limited - Class A Ordinary Shares,US,,USALL
SKM,"SK Telecom Co., Ltd. Common Stock",US,,USALL
SKT,Tanger Inc. Common Stock,US,,USALL
SKWD,"Skyward Specialty Insurance Group, Inc. - Common Stock",US,,USALL
SKY,"Champion Homes, Inc. Common Stock",US,,USALL
SKYA,"SkyAI, Inc. - Common Stock",US,,USALL
SKYH,Sky Harbour Group Corporation Class A Common Stock,US,,USALL
SKYQ,Sky Quarry Inc. - Common Stock,US,,USALL
SKYW,"SkyWest, Inc. - Common Stock",US,,USALL
SKYX,SKYX Platforms Corp. - Common Stock,US,,USALL
SLAB,"Silicon Laboratories, Inc. - Common Stock",US,,USALL
SLB,SLB Limited Common Shares,US,,USALL
SLBT,SL Science Holding Limited - Ordinary Shares,US,,USALL
SLDB,Solid Biosciences Inc. - Common Stock,US,,USALL
SLDE,"Slide Insurance Holdings, Inc. - Common Stock",US,,USALL
SLDP,"Solid Power, Inc. - Class A Common Stock",US,,USALL
SLE,"Super League Enterprise, Inc. - Common Stock",US,,USALL
SLF,Sun Life Financial Inc. Common Stock,US,,USALL
SLG,SL Green Realty Corp Common Stock,US,,USALL
SLGL,Sol-Gel Technologies Ltd. - Ordinary Shares,US,,USALL
SLGN,Silgan Holdings Inc. Common Stock,US,,USALL
SLI,Standard Lithium Ltd. Common Shares,US,,USALL
SLM,SLM Corporation - Common Stock,US,,USALL
SLMT,Brera Holdings PLC - Class B Ordinary Shares,US,,USALL
SLND,"Southland Holdings, Inc. Common Stock",US,,USALL
SLNG,"Stabilis Solutions, Inc. - Common Stock",US,,USALL
SLNH,"Soluna Holdings, Inc. - Common Stock",US,,USALL
SLP,"Simulations Plus, Inc. - Common Stock",US,,USALL
SLQT,"SelectQuote, Inc. Common Stock",US,,USALL
SLRC,SLR Investment Corp. - Closed End Fund,US,,USALL
SLS,"SELLAS Life Sciences Group, Inc.  - Common Stock",US,,USALL
SLSN,"Solesence, Inc. - Common stock",US,,USALL
SLSR,Solaris Resources Inc. Common Shares,US,,USALL
SLVM,Sylvamo Corporation Common Stock,US,,USALL
SM,SM Energy Company Common Stock,US,,USALL
SMA,"SmartStop Self Storage REIT, Inc. Common Stock",US,,USALL
SMBC,"Southern Missouri Bancorp, Inc. - Common Stock",US,,USALL
SMBK,"SmartFinancial, Inc. Common Stock",US,,USALL
SMC,Summit Midstream Corporation Common Stock,US,,USALL
SMCI,"Super Micro Computer, Inc. - Common Stock",US,,USALL
SMG,Scotts Miracle-Gro Company (The) Common Stock,US,,USALL
SMHB,ETRACS Monthly Pay 2x Leveraged Small Cap High Dividend ETN Series B,US,,USALL
SMHI,SEACOR Marine Holdings Inc. Common Stock,US,,USALL
SMID,Smith-Midland Corporation - Common Stock,US,,USALL
SMJF,SMJ International Holdings Inc. Class A Ordinary Shares,US,,USALL
SMMT,Summit Therapeutics Inc.  - Common Stock,US,,USALL
SMP,"Standard Motor Products, Inc. Common Stock",US,,USALL
SMPL,The Simply Good Foods Company - Common Stock,US,,USALL
SMR,NuScale Power Corporation Class A Common Stock,US,,USALL
SMRT,"SmartRent, Inc. Class A Common Stock",US,,USALL
SMSI,"Smith Micro Software, Inc. - Common Stock",US,,USALL
SMTC,Semtech Corporation - Common Stock,US,,USALL
SMTI,Sanara MedTech Inc. - Common Stock,US,,USALL
SMWB,Similarweb Ltd. Ordinary Shares,US,,USALL
SMX,SMX (Security Matters) Public Limited Company - Ordinary Shares,US,,USALL
SMXT,Solarmax Technology Inc. - Common Stock,US,,USALL
SN,"SharkNinja, Inc. Ordinary Shares",US,,USALL
SNA,Snap-On Incorporated Common Stock,US,,USALL
SNAP,Snap Inc. Class A Common Stock,US,,USALL
SND,"Smart Sand, Inc. - Common Stock",US,,USALL
SNDA,"Sonida Senior Living, Inc. Common Stock",US,,USALL
SNDL,SNDL Inc. - Common Shares,US,,USALL
SNDR,"Schneider National, Inc. Common Stock",US,,USALL
SNDX,"Syndax Pharmaceuticals, Inc. - Common Stock",US,,USALL
SNES,"SenesTech, Inc. - Common Stock",US,,USALL
SNEX,StoneX Group Inc. - Common Stock,US,,USALL
SNFCA,Security National Financial Corporation - Class A Common Stock,US,,USALL
SNN,"Smith & Nephew SNATS, Inc. Common Stock",US,,USALL
SNOA,"Sonoma Pharmaceuticals, Inc. - Common Stock",US,,USALL
SNOW,Snowflake Inc. Common Stock,US,,USALL
SNPS,"Synopsys, Inc. - Common Stock",US,,USALL
SNSC,SunScout Holding Limited Class A Ordinary Shares,US,,USALL
SNT,Senstar Technologies Corporation - Common Shares,US,,USALL
SNTG,Sentage Holdings Inc. - Class A Ordinary Shares,US,,USALL
SNTI,"Senti Biosciences Holdings, Inc. - Common Stock",US,,USALL
SNWV,"SANUWAVE Health, Inc. - Common Stock",US,,USALL
SNX,TD SYNNEX Corporation Common Stock,US,,USALL
SNYR,Synergy CHC Corp. - Common Stock,US,,USALL
SO,Southern Company (The) Common Stock,US,,USALL
SOAR,"Volato Group, Inc. Class A Common Stock",US,,USALL
SOBO,South Bow Corporation Common Shares,US,,USALL
SOC,Sable Offshore Corp. Common Stock,US,,USALL
SOCA,Solarius Capital Acquisition Corp. - Class A Ordinary Share,US,,USALL
SOFI,"SoFi Technologies, Inc.  - Common Stock",US,,USALL
SOLS,Solstice Advanced Materials Inc. - Common Stock,US,,USALL
SOLV,Solventum Corporation Common Stock,US,,USALL
SON,Sonoco Products Company Common Stock,US,,USALL
SONO,"Sonos, Inc. - Common Stock",US,,USALL
SOPH,SOPHiA GENETICS SA - Ordinary Shares,US,,USALL
SOR,"Source Capital, Inc. Cmn Shs of BI",US,,USALL
SORA,AsiaStrategy - Ordinary Shares,US,,USALL
SORN,Soren Acquisition Corp. - Class A Ordinary Shares,US,,USALL
SOS,SOS Limited Class A Ordinary Shares,US,,USALL
SOTK,Sono-Tek Corporation - Common Stock,US,,USALL
SOUL,Soulpower Acquisition Corporation Class A Ordinary Shares,US,,USALL
SOUN,"SoundHound AI, Inc. - Class A Common Stock",US,,USALL
SOWG,Sow Good Inc. - Common Stock,US,,USALL
SPAI,Safe Pro Group Inc. - Common Stock,US,,USALL
SPB,"Spectrum Brands Holdings, Inc. Common Stock",US,,USALL
SPCB,"SuperCom, Ltd. - Ordinary Shares",US,,USALL
SPCE,"Virgin Galactic Holdings, Inc. Common Stock",US,,USALL
SPCX,Space Exploration Technologies Corp. - Class A Common Stock,US,,USALL
SPE,"Special Opportunities Fund, Inc Common Stock",US,,USALL
SPEG,Silver Pegasus Acquisition Corp - Class A Ordinary Shares,US,,USALL
SPFI,"South Plains Financial, Inc. - Common Stock",US,,USALL
SPG,"Simon Property Group, Inc. Common Stock",US,,USALL
SPGI,S&P Global Inc. Common Stock,US,,USALL
SPH,"Suburban Propane Partners, L.P. Common Stock",US,,USALL
SPHL,Springview Holdings Ltd - Ordinary shares,US,,USALL
SPHR,Sphere Entertainment Co. Class A Common Stock,US,,USALL
SPIR,"Spire Global, Inc. Class A Common Stock",US,,USALL
SPMC,"Sound Point Meridian Capital, Inc. Common Stock",US,,USALL
SPNT,SiriusPoint Ltd. Common Shares,US,,USALL
SPOK,"Spok Holdings, Inc. - Common Stock",US,,USALL
SPOT,Spotify Technology S.A. Ordinary Shares,US,,USALL
SPPL,SIMPPLE LTD. - Ordinary Shares,US,,USALL
SPRB,"Spruce Biosciences, Inc. - Common Stock",US,,USALL
SPRC,SciSparc Ltd. - Ordinary Shares,US,,USALL
SPRO,"Spero Therapeutics, Inc. - Common Stock",US,,USALL
SPRU,Spruce Power Holding Corporation Class A Common Stock,US,,USALL
SPRY,"ARS Pharmaceuticals, Inc. - Common Stock",US,,USALL
SPSC,"SPS Commerce, Inc. - Common Stock",US,,USALL
SPT,"Sprout Social, Inc - Class A Common Stock",US,,USALL
SPTX,"Seaport Therapeutics, Inc. - Common Stock",US,,USALL
SPWH,"Sportsman's Warehouse Holdings, Inc. - Common Stock",US,,USALL
SPXC,"SPX Technologies, Inc. Common Stock",US,,USALL
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,US,,USALL
SQFT,"Presidio Property Trust, Inc. - Class A Common Stock",US,,USALL
SQM,Sociedad Quimica y Minera S.A. Common Stock,US,,USALL
SR,Spire Inc. Common Stock,US,,USALL
SRAD,Sportradar Group AG - Class A Ordinary Shares,US,,USALL
SRBK,"SR Bancorp, Inc. - Common stock",US,,USALL
SRCE,1st Source Corporation - Common Stock,US,,USALL
SRE,DBA Sempra Common Stock,US,,USALL
SRFM,Surf Air Mobility Inc. Common Stock,US,,USALL
SRG,Seritage Growth Properties Class A Common Stock,US,,USALL
SRI,"Stoneridge, Inc. Common Stock",US,,USALL
SRL,Scully Royalty Ltd.,US,,USALL
SRPT,"Sarepta Therapeutics, Inc. - Common Stock",US,,USALL
SRRK,Scholar Rock Holding Corporation - Common Stock,US,,USALL
SRTA,"Strata Critical Medical, Inc. - Class A Common Stock",US,,USALL
SRTS,"Sensus Healthcare, Inc. - Common Stock",US,,USALL
SRV,NXG Cushing Midstream Energy Fund Common Shares of Beneficial Interest,US,,USALL
SRXH,SRX Global Inc. Common Stock,US,,USALL
SRZN,"Surrozen, Inc. - Common Stock",US,,USALL
SSAC,SPACSphere Acquisition Corp. - Class A Ordinary Shares,US,,USALL
SSB,SouthState Bank Corporation Common Stock,US,,USALL
SSBI,Summit State Bank - Common Stock,US,,USALL
SSD,"Simpson Manufacturing Company, Inc. Common Stock",US,,USALL
SSEA,Starry Sea Acquisition Corp - Ordinary Shares,US,,USALL
SSII,SS Innovations International Inc. - Common Stock,US,,USALL
SSM,Sono Group N.V. - Ordinary Shares,US,,USALL
SSMR,Sunshine Silver Mining & Refining Company Common Stock,US,,USALL
SSNC,"SS&C Technologies Holdings, Inc. - Common Stock",US,,USALL
SSP,E.W. Scripps Company (The) - Class A Common Stock,US,,USALL
SSRM,SSR Mining Inc. - Common Stock,US,,USALL
SST,"System1, Inc. Class A Common Stock",US,,USALL
SSTI,"SoundThinking, Inc. - Common Stock",US,,USALL
SSTK,"Shutterstock, Inc. Common Stock",US,,USALL
SSYS,"Stratasys, Ltd. - Common Stock",US,,USALL
ST,Sensata Technologies Holding plc Ordinary Shares,US,,USALL
STAA,STAAR Surgical Company - Common Stock,US,,USALL
STAG,"Stag Industrial, Inc. Common Stock",US,,USALL
STAK,STAK Inc. - Class A Ordinary Shares,US,,USALL
STBA,"S&T Bancorp, Inc. - Common Stock",US,,USALL
STC,Stewart Information Services Corporation Common Stock,US,,USALL
STDN,"Standard Nuclear, Inc. Class A Common Stock",US,,USALL
STE,STERIS plc (Ireland) Ordinary Shares,US,,USALL
STEM,"Stem, Inc. Class A Common Stock",US,,USALL
STEP,StepStone Group Inc. - Class A Common Stock,US,,USALL
STEW,"SRH Total Return Fund, Inc. Common Stock",US,,USALL
STEX,Streamex Corp. - Common Stock,US,,USALL
STFS,Star Fashion Culture Holdings Limited - Class A Ordinary Shares,US,,USALL
STGW,Stagwell Inc. - Class A Common Stock,US,,USALL
STHO,Star Holdings - Shares of Beneficial Interest,US,,USALL
STI,"Solidion Technology, Inc. - Common Stock",US,,USALL
STIM,"Neuronetics, Inc. - Common Stock",US,,USALL
STK,Columbia Seligman Premium Technology Growth Fund Inc,US,,USALL
STKE,Sol Strategies Inc. - Common Shares,US,,USALL
STKS,"The ONE Group Hospitality, Inc. - Common Stock",US,,USALL
STLA,Stellantis N.V. Common Shares,US,,USALL
STLD,"Steel Dynamics, Inc. - Common Stock",US,,USALL
STLN,"Starling Oncology, Inc. - Common Stock",US,,USALL
STM,STMicroelectronics N.V. Common Stock,US,,USALL
STN,Stantec Inc Common Stock,US,,USALL
STNE,StoneCo Ltd. - Class A Common Share,US,,USALL
STNG,Scorpio Tankers Inc. Common Shares,US,,USALL
STOK,"Stoke Therapeutics, Inc. - Common Stock",US,,USALL
STRA,"Strategic Education, Inc. - Common Stock",US,,USALL
STRL,"Sterling Infrastructure, Inc. - Common Stock",US,,USALL
STRO,"Sutro Biopharma, Inc. - Common Stock",US,,USALL
STRR,"Star Equity Holdings, Inc. - Common Stock",US,,USALL
STRT,STRATTEC SECURITY CORPORATION - Common Stock,US,,USALL
STRW,"Strawberry Fields REIT, Inc. Common Stock",US,,USALL
STRZ,Starz Entertainment Corp. - Common Shares,US,,USALL
STT,State Street Corporation Common Stock,US,,USALL
STTK,"Shattuck Labs, Inc. - Common Stock",US,,USALL
STUB,"StubHub Holdings, Inc. Class A Common Stock",US,,USALL
STVN,Stevanato Group S.p.A. Ordinary Shares,US,,USALL
STWD,"STARWOOD PROPERTY TRUST, INC. Starwood Property Trust Inc.",US,,USALL
STX,Seagate Technology Holdings PLC - Ordinary Shares (Ireland),US,,USALL
STXS,"Stereotaxis, Inc. Common Stock",US,,USALL
STZ,"Constellation Brands, Inc. Common Stock",US,,USALL
SU,Suncor Energy  Inc. Common Stock,US,,USALL
SUGP,SU Group Holdings Limited - Class A Ordinary Shares,US,,USALL
SUI,"Sun Communities, Inc. Common Stock",US,,USALL
SUIG,Sui Group Holdings Limited - Common Stock,US,,USALL
SUJA,"Suja Life, Inc. - Class A Common Stock",US,,USALL
SUMA,SUMA Acquisition Corporation - Class A Ordinary Shares,US,,USALL
SUNB,"Sunbelt Rentals Holdings, Inc. Common Stock",US,,USALL
SUNE,"SUNation Energy, Inc. - Common Stock",US,,USALL
SUNS,"Sunrise Realty Trust, Inc. - Common Stock",US,,USALL
SUPN,"Supernus Pharmaceuticals, Inc. - Common Stock",US,,USALL
SUPX,SuperX AI Technology Limited - Ordinary Shares,US,,USALL
SVA,"Sinovac Biotech, Ltd. - Ordinary Shares (Antigua/Barbudo)",US,,USALL
SVAQ,Silicon Valley Acquisition Corp. - Class A Ordinary Shares,US,,USALL
SVC,Service Properties Trust - Common Shares of Beneficial Interest,US,,USALL
SVCC,Stellar V Capital Corp. - Class A Ordinary Shares,US,,USALL
SVCO,"Silvaco Group, Inc. - Common Stock",US,,USALL
SVIV,Spring Valley Acquisition Corp. IV - Class A Ordinary Shares,US,,USALL
SVM,Silvercorp Metals Inc. Common Shares,US,,USALL
SVRA,"Savara, Inc. - Common Stock",US,,USALL
SVV,"Savers Value Village, Inc. Common Stock",US,,USALL
SW,Smurfit WestRock plc Ordinary Shares,US,,USALL
SWAG,"Stran & Company, Inc. - Common Stock",US,,USALL
SWBI,"Smith & Wesson Brands, Inc. - Common Stock",US,,USALL
SWIM,"Latham Group, Inc. - Common Stock",US,,USALL
SWK,"Stanley Black & Decker, Inc. Common Stock",US,,USALL
SWKS,"Skyworks Solutions, Inc. - Common Stock",US,,USALL
SWMR,"Swarmer, Inc - common stock",US,,USALL
SWVL,Swvl Holdings Corp - Ordinary Shares,US,,USALL
SWX,"Southwest Gas Holdings, Inc. Common Stock (DE)",US,,USALL
SWZ,Total Return Securities Fund Common Stock,US,,USALL
SXC,"SunCoke Energy, Inc. Common Stock",US,,USALL
SXI,Standex International Corporation Common Stock,US,,USALL
SXT,Sensient Technologies Corporation Common Stock,US,,USALL
SXTC,"China SXT Pharmaceuticals, Inc. - Class A Ordinary Shares",US,,USALL
SXTP,"60 Degrees Pharmaceuticals, Inc. - Common Stock",US,,USALL
SYBT,"Stock Yards Bancorp, Inc. - Common Stock",US,,USALL
SYF,Synchrony Financial Common Stock,US,,USALL
SYK,Stryker Corporation Common Stock,US,,USALL
SYM,Symbotic Inc. - Class A Common Stock,US,,USALL
SYNA,Synaptics Incorporated - Common Stock,US,,USALL
SYNX,Silynxcom Ltd. Ordinary Shares,US,,USALL
SYPR,"Sypris Solutions, Inc. - Common Stock",US,,USALL
SYRE,"Spyre Therapeutics, Inc. - Common Stock",US,,USALL
SYY,Sysco Corporation Common Stock,US,,USALL
SZZL,Sizzle Acquisition Corp. II - Class A ordinary shares,US,,USALL
T,AT&T Inc.,US,,USALL
TAC,TransAlta Corporation Ordinary Shares,US,,USALL
TACH,Titan Acquisition Corp. - Class A Ordinary Shares,US,,USALL
TACO,Berto Acquisition Corp. - Ordinary Shares,US,,USALL
TACT,TransAct Technologies Incorporated - Common Stock,US,,USALL
TALO,"Talos Energy, Inc. Common Stock",US,,USALL
TAOP,Taoping Inc. - Ordinary Shares,US,,USALL
TAOX,Tao Synergies Inc. - Common Stock,US,,USALL
TAP,Molson Coors Beverage Company Class B Common Stock,US,,USALL
TAP-A,Molson Coors Beverage Company Class A Common Stock,US,,USALL
TARA,"Protara Therapeutics, Inc.  - Common Stock",US,,USALL
TARS,"Tarsus Pharmaceuticals, Inc. - Common Stock",US,,USALL
TASK,"TaskUs, Inc. - Class A Common Stock",US,,USALL
TATT,TAT Technologies Ltd. - Ordinary Shares,US,,USALL
TAVI,Tavia Acquisition Corp. - Ordinary Shares,US,,USALL
TAYD,"Taylor Devices, Inc. - Common Stock",US,,USALL
TBBB,BBB Foods Inc. Class A Common Shares,US,,USALL
TBBK,"The Bancorp, Inc. - Common Stock",US,,USALL
