ticker,type,price,why
KNF,SELL LIMIT,63.79,"pullback entry, old support acting as resistance"
KNF,STOP LOSS,69.2524,"initial stop, above base resistance and the 30 week average"
KNF,BREAKEVEN,54.4126,move the stop to entry here
KNF,TARGET 1,25.516,"measured move, sell part of the position (4.89R)"
KNF,TARGET 2,1.5948,second measured move (8.12R)
LII,SELL STOP,392.0633,"breakout trigger, below the base pivot"
LII,SELL LIMIT,402.44,"pullback entry, old support acting as resistance"
LII,STOP LOSS,439.1109,"initial stop, above base resistance and the 30 week average"
LII,BREAKEVEN,345.0157,move the stop to entry here
LII,TARGET 1,217.61,"measured move, sell part of the position (3.71R)"
LII,TARGET 2,69.746,second measured move (6.85R)
NRG,SELL STOP,108.8328,"breakout trigger, below the base pivot"
NRG,SELL LIMIT,112.5,"pullback entry, old support acting as resistance"
NRG,STOP LOSS,121.8927,"initial stop, above base resistance and the 30 week average"
NRG,BREAKEVEN,95.7729,move the stop to entry here
NRG,TARGET 1,45.0,"measured move, sell part of the position (4.89R)"
NRG,TARGET 2,2.8125,second measured move (8.12R)
DECK,SELL STOP,86.0381,"breakout trigger, below the base pivot"
DECK,SELL LIMIT,88.13,"pullback entry, old support acting as resistance"
DECK,STOP LOSS,96.3627,"initial stop, above base resistance and the 30 week average"
DECK,BREAKEVEN,75.7135,move the stop to entry here
DECK,TARGET 1,35.252,"measured move, sell part of the position (4.92R)"
DECK,TARGET 2,2.2032,second measured move (8.12R)
VFC,SELL STOP,13.456,"breakout trigger, below the base pivot"
VFC,SELL LIMIT,13.86,"pullback entry, old support acting as resistance"
VFC,STOP LOSS,15.0707,"initial stop, above base resistance and the 30 week average"
VFC,BREAKEVEN,11.8413,move the stop to entry here
VFC,TARGET 1,5.5678,"measured move, sell part of the position (4.89R)"
VFC,TARGET 2,0.3465,second measured move (8.12R)
CRUS,SELL STOP,111.8369,"breakout trigger, below the base pivot"
CRUS,SELL LIMIT,114.67,"pullback entry, old support acting as resistance"
CRUS,STOP LOSS,125.2573,"initial stop, above base resistance and the 30 week average"
CRUS,BREAKEVEN,98.4165,move the stop to entry here
CRUS,TARGET 1,48.92,"measured move, sell part of the position (4.69R)"
CRUS,TARGET 2,2.8667,second measured move (8.12R)
STWD,SELL STOP,15.3472,"breakout trigger, below the base pivot"
STWD,SELL LIMIT,15.51,"pullback entry, old support acting as resistance"
STWD,STOP LOSS,17.1889,"initial stop, above base resistance and the 30 week average"
STWD,BREAKEVEN,13.5055,move the stop to entry here
STWD,TARGET 1,13.0533,"measured move, sell part of the position (1.25R)"
STWD,TARGET 2,11.0879,second measured move (2.31R)
ORA,SELL STOP,90.7038,"breakout trigger, below the base pivot"
ORA,SELL LIMIT,92.9881,"pullback entry, old support acting as resistance"
ORA,STOP LOSS,101.5883,"initial stop, above base resistance and the 30 week average"
ORA,BREAKEVEN,79.8193,move the stop to entry here
ORA,TARGET 1,39.7464,"measured move, sell part of the position (4.68R)"
ORA,TARGET 2,2.3247,second measured move (8.12R)
PPL,SELL STOP,33.826,"breakout trigger, below the base pivot"
PPL,SELL LIMIT,34.215,"pullback entry, old support acting as resistance"
PPL,STOP LOSS,37.7491,"initial stop, above base resistance and the 30 week average"
PPL,BREAKEVEN,29.9029,move the stop to entry here
PPL,TARGET 1,28.6398,"measured move, sell part of the position (1.32R)"
PPL,TARGET 2,24.1797,second measured move (2.46R)
CRH,SELL STOP,90.7588,"breakout trigger, below the base pivot"
CRH,SELL LIMIT,92.52,"pullback entry, old support acting as resistance"
CRH,STOP LOSS,101.6498,"initial stop, above base resistance and the 30 week average"
CRH,BREAKEVEN,79.8677,move the stop to entry here
CRH,TARGET 1,56.6293,"measured move, sell part of the position (3.13R)"
CRH,TARGET 2,27.9168,second measured move (5.77R)
OLN,SELL STOP,16.9208,"breakout trigger, below the base pivot"
OLN,SELL LIMIT,17.5276,"pullback entry, old support acting as resistance"
OLN,STOP LOSS,18.9513,"initial stop, above base resistance and the 30 week average"
OLN,BREAKEVEN,14.8903,move the stop to entry here
OLN,TARGET 1,7.011,"measured move, sell part of the position (4.88R)"
OLN,TARGET 2,0.4382,second measured move (8.12R)
ACM,SELL STOP,58.7919,"breakout trigger, below the base pivot"
ACM,SELL LIMIT,60.35,"pullback entry, old support acting as resistance"
ACM,STOP LOSS,65.8469,"initial stop, above base resistance and the 30 week average"
ACM,BREAKEVEN,51.7369,move the stop to entry here
ACM,TARGET 1,24.14,"measured move, sell part of the position (4.91R)"
ACM,TARGET 2,1.5087,second measured move (8.12R)
HLI,SELL STOP,110.0957,"breakout trigger, below the base pivot"
HLI,SELL LIMIT,112.83,"pullback entry, old support acting as resistance"
HLI,STOP LOSS,123.3072,"initial stop, above base resistance and the 30 week average"
HLI,BREAKEVEN,96.8842,move the stop to entry here
HLI,TARGET 1,45.132,"measured move, sell part of the position (4.92R)"
HLI,TARGET 2,2.8208,second measured move (8.12R)
CW,SELL STOP,592.6274,"breakout trigger, below the base pivot"
CW,SELL LIMIT,606.5344,"pullback entry, old support acting as resistance"
CW,STOP LOSS,663.7427,"initial stop, above base resistance and the 30 week average"
CW,BREAKEVEN,521.5121,move the stop to entry here
CW,TARGET 1,404.9089,"measured move, sell part of the position (2.64R)"
CW,TARGET 2,243.6085,second measured move (4.91R)
WSO,SELL STOP,293.2964,"breakout trigger, below the base pivot"
WSO,SELL LIMIT,300.66,"pullback entry, old support acting as resistance"
WSO,STOP LOSS,328.4919,"initial stop, above base resistance and the 30 week average"
WSO,BREAKEVEN,258.1008,move the stop to entry here
WSO,TARGET 1,146.2315,"measured move, sell part of the position (4.18R)"
WSO,TARGET 2,22.6888,second measured move (7.69R)
NEE,SELL STOP,81.7054,"breakout trigger, below the base pivot"
NEE,SELL LIMIT,82.6273,"pullback entry, old support acting as resistance"
NEE,STOP LOSS,91.5101,"initial stop, above base resistance and the 30 week average"
NEE,BREAKEVEN,71.9008,move the stop to entry here
NEE,TARGET 1,66.6301,"measured move, sell part of the position (1.54R)"
NEE,TARGET 2,53.8323,second measured move (2.84R)
CHRW,SELL STOP,137.4905,"breakout trigger, below the base pivot"
CHRW,SELL LIMIT,141.24,"pullback entry, old support acting as resistance"
CHRW,STOP LOSS,153.9894,"initial stop, above base resistance and the 30 week average"
CHRW,BREAKEVEN,120.9916,move the stop to entry here
CHRW,TARGET 1,72.15,"measured move, sell part of the position (3.96R)"
CHRW,TARGET 2,16.878,second measured move (7.31R)
WLK,SELL STOP,66.1548,"breakout trigger, below the base pivot"
WLK,SELL LIMIT,68.0028,"pullback entry, old support acting as resistance"
WLK,STOP LOSS,74.0934,"initial stop, above base resistance and the 30 week average"
WLK,BREAKEVEN,58.2162,move the stop to entry here
WLK,TARGET 1,27.2011,"measured move, sell part of the position (4.91R)"
WLK,TARGET 2,1.7001,second measured move (8.12R)
AGCO,SELL STOP,96.0765,"breakout trigger, below the base pivot"
AGCO,SELL LIMIT,98.22,"pullback entry, old support acting as resistance"
AGCO,STOP LOSS,107.6057,"initial stop, above base resistance and the 30 week average"
AGCO,BREAKEVEN,84.5473,move the stop to entry here
AGCO,TARGET 1,53.4602,"measured move, sell part of the position (3.7R)"
AGCO,TARGET 2,17.6524,second measured move (6.8R)
GLPI,SELL STOP,41.223,"breakout trigger, below the base pivot"
GLPI,SELL LIMIT,41.73,"pullback entry, old support acting as resistance"
GLPI,STOP LOSS,46.1697,"initial stop, above base resistance and the 30 week average"
GLPI,BREAKEVEN,36.2762,move the stop to entry here
GLPI,TARGET 1,34.45,"measured move, sell part of the position (1.37R)"
GLPI,TARGET 2,28.626,second measured move (2.55R)
HUBB,SELL STOP,443.383,"breakout trigger, below the base pivot"
HUBB,SELL LIMIT,452.1213,"pullback entry, old support acting as resistance"
HUBB,STOP LOSS,496.5889,"initial stop, above base resistance and the 30 week average"
HUBB,BREAKEVEN,390.177,move the stop to entry here
HUBB,TARGET 1,340.4371,"measured move, sell part of the position (1.93R)"
HUBB,TARGET 2,251.0897,second measured move (3.61R)
HON,SELL STOP,211.1142,"breakout trigger, below the base pivot"
HON,SELL LIMIT,214.8979,"pullback entry, old support acting as resistance"
HON,STOP LOSS,236.4479,"initial stop, above base resistance and the 30 week average"
HON,BREAKEVEN,185.7805,move the stop to entry here
HON,TARGET 1,170.0486,"measured move, sell part of the position (1.62R)"
HON,TARGET 2,134.1692,second measured move (3.04R)
BYD,SELL STOP,75.3178,"breakout trigger, below the base pivot"
BYD,SELL LIMIT,76.4964,"pullback entry, old support acting as resistance"
BYD,STOP LOSS,84.356,"initial stop, above base resistance and the 30 week average"
BYD,BREAKEVEN,66.2797,move the stop to entry here
BYD,TARGET 1,42.6539,"measured move, sell part of the position (3.61R)"
BYD,TARGET 2,15.58,second measured move (6.61R)
CNP,SELL STOP,37.8761,"breakout trigger, below the base pivot"
CNP,SELL LIMIT,38.3457,"pullback entry, old support acting as resistance"
CNP,STOP LOSS,42.4213,"initial stop, above base resistance and the 30 week average"
CNP,BREAKEVEN,33.331,move the stop to entry here
CNP,TARGET 1,31.7003,"measured move, sell part of the position (1.36R)"
CNP,TARGET 2,26.384,second measured move (2.53R)
SRE,SELL STOP,81.5848,"breakout trigger, below the base pivot"
SRE,SELL LIMIT,82.67,"pullback entry, old support acting as resistance"
SRE,STOP LOSS,91.3749,"initial stop, above base resistance and the 30 week average"
SRE,BREAKEVEN,71.7946,move the stop to entry here
SRE,TARGET 1,65.017,"measured move, sell part of the position (1.69R)"
SRE,TARGET 2,50.8945,second measured move (3.13R)
VICI,SELL STOP,25.5107,"breakout trigger, below the base pivot"
VICI,SELL LIMIT,25.81,"pullback entry, old support acting as resistance"
VICI,STOP LOSS,27.9493,"initial stop, above base resistance and the 30 week average"
VICI,BREAKEVEN,23.0721,move the stop to entry here
VICI,TARGET 1,22.1189,"measured move, sell part of the position (1.39R)"
VICI,TARGET 2,19.166,second measured move (2.6R)
DOV,SELL STOP,191.0347,"breakout trigger, below the base pivot"
DOV,SELL LIMIT,193.75,"pullback entry, old support acting as resistance"
DOV,STOP LOSS,213.9588,"initial stop, above base resistance and the 30 week average"
DOV,BREAKEVEN,168.1105,move the stop to entry here
DOV,TARGET 1,149.4427,"measured move, sell part of the position (1.81R)"
DOV,TARGET 2,113.9969,second measured move (3.36R)
TSN,SELL STOP,53.6711,"breakout trigger, below the base pivot"
TSN,SELL LIMIT,54.53,"pullback entry, old support acting as resistance"
TSN,STOP LOSS,60.1116,"initial stop, above base resistance and the 30 week average"
TSN,BREAKEVEN,47.2306,move the stop to entry here
TSN,TARGET 1,40.1607,"measured move, sell part of the position (2.1R)"
TSN,TARGET 2,28.6653,second measured move (3.88R)
WEC,SELL STOP,104.3325,"breakout trigger, below the base pivot"
WEC,SELL LIMIT,105.48,"pullback entry, old support acting as resistance"
WEC,STOP LOSS,116.8523,"initial stop, above base resistance and the 30 week average"
WEC,BREAKEVEN,91.8126,move the stop to entry here
WEC,TARGET 1,92.0862,"measured move, sell part of the position (0.98R)"
WEC,TARGET 2,81.3712,second measured move (1.83R)
LUV,SELL STOP,34.6182,"breakout trigger, below the base pivot"
LUV,SELL LIMIT,35.5747,"pullback entry, old support acting as resistance"
LUV,STOP LOSS,38.7723,"initial stop, above base resistance and the 30 week average"
LUV,BREAKEVEN,30.464,move the stop to entry here
LUV,TARGET 1,15.0488,"measured move, sell part of the position (4.71R)"
LUV,TARGET 2,0.8894,second measured move (8.12R)
YETI,SELL STOP,33.8479,"breakout trigger, below the base pivot"
YETI,SELL LIMIT,34.9,"pullback entry, old support acting as resistance"
YETI,STOP LOSS,37.9097,"initial stop, above base resistance and the 30 week average"
YETI,BREAKEVEN,29.7861,move the stop to entry here
YETI,TARGET 1,13.96,"measured move, sell part of the position (4.9R)"
YETI,TARGET 2,0.8725,second measured move (8.12R)
SPXC,SELL STOP,178.2624,"breakout trigger, below the base pivot"
SPXC,SELL LIMIT,182.99,"pullback entry, old support acting as resistance"
SPXC,STOP LOSS,199.6539,"initial stop, above base resistance and the 30 week average"
SPXC,BREAKEVEN,156.8709,move the stop to entry here
SPXC,TARGET 1,114.9,"measured move, sell part of the position (2.96R)"
SPXC,TARGET 2,60.428,second measured move (5.51R)
XEL,SELL STOP,72.1448,"breakout trigger, below the base pivot"
XEL,SELL LIMIT,73.0156,"pullback entry, old support acting as resistance"
XEL,STOP LOSS,80.8022,"initial stop, above base resistance and the 30 week average"
XEL,BREAKEVEN,63.4874,move the stop to entry here
XEL,TARGET 1,62.8088,"measured move, sell part of the position (1.08R)"
XEL,TARGET 2,54.6434,second measured move (2.02R)
ADC,SELL STOP,68.6241,"breakout trigger, below the base pivot"
ADC,SELL LIMIT,69.3153,"pullback entry, old support acting as resistance"
ADC,STOP LOSS,76.859,"initial stop, above base resistance and the 30 week average"
ADC,BREAKEVEN,60.3892,move the stop to entry here
ADC,TARGET 1,56.8307,"measured move, sell part of the position (1.43R)"
ADC,TARGET 2,46.8429,second measured move (2.64R)
EXC,SELL STOP,41.9708,"breakout trigger, below the base pivot"
EXC,SELL LIMIT,42.4833,"pullback entry, old support acting as resistance"
EXC,STOP LOSS,47.0073,"initial stop, above base resistance and the 30 week average"
EXC,BREAKEVEN,36.9343,move the stop to entry here
EXC,TARGET 1,34.7885,"measured move, sell part of the position (1.43R)"
EXC,TARGET 2,28.6326,second measured move (2.65R)
WY,SELL STOP,21.8649,"breakout trigger, below the base pivot"
WY,SELL LIMIT,22.2195,"pullback entry, old support acting as resistance"
WY,STOP LOSS,24.4887,"initial stop, above base resistance and the 30 week average"
WY,BREAKEVEN,19.2411,move the stop to entry here
WY,TARGET 1,16.1884,"measured move, sell part of the position (2.16R)"
WY,TARGET 2,11.3636,second measured move (4.0R)
ATO,SELL STOP,160.0928,"breakout trigger, below the base pivot"
ATO,SELL LIMIT,161.5977,"pullback entry, old support acting as resistance"
ATO,STOP LOSS,179.3039,"initial stop, above base resistance and the 30 week average"
ATO,BREAKEVEN,140.8817,move the stop to entry here
ATO,TARGET 1,132.9154,"measured move, sell part of the position (1.41R)"
ATO,TARGET 2,109.9696,second measured move (2.61R)
APG,SELL STOP,36.791,"breakout trigger, below the base pivot"
APG,SELL LIMIT,37.48,"pullback entry, old support acting as resistance"
APG,STOP LOSS,41.2059,"initial stop, above base resistance and the 30 week average"
APG,BREAKEVEN,32.3761,move the stop to entry here
APG,TARGET 1,24.97,"measured move, sell part of the position (2.68R)"
APG,TARGET 2,14.962,second measured move (4.94R)
STAG,SELL STOP,34.6241,"breakout trigger, below the base pivot"
STAG,SELL LIMIT,35.0348,"pullback entry, old support acting as resistance"
STAG,STOP LOSS,38.779,"initial stop, above base resistance and the 30 week average"
STAG,BREAKEVEN,30.4692,move the stop to entry here
STAG,TARGET 1,27.4597,"measured move, sell part of the position (1.72R)"
STAG,TARGET 2,21.3996,second measured move (3.18R)
HGV,SELL STOP,36.4524,"breakout trigger, below the base pivot"
HGV,SELL LIMIT,37.46,"pullback entry, old support acting as resistance"
HGV,STOP LOSS,40.8267,"initial stop, above base resistance and the 30 week average"
HGV,BREAKEVEN,32.0781,move the stop to entry here
HGV,TARGET 1,19.52,"measured move, sell part of the position (3.87R)"
HGV,TARGET 2,5.168,second measured move (7.15R)
HRL,SELL STOP,19.1032,"breakout trigger, below the base pivot"
HRL,SELL LIMIT,19.4666,"pullback entry, old support acting as resistance"
HRL,STOP LOSS,21.3956,"initial stop, above base resistance and the 30 week average"
HRL,BREAKEVEN,16.8108,move the stop to entry here
HRL,TARGET 1,12.5032,"measured move, sell part of the position (2.88R)"
HRL,TARGET 2,6.9325,second measured move (5.31R)
PII,SELL STOP,45.1176,"breakout trigger, below the base pivot"
PII,SELL LIMIT,46.6858,"pullback entry, old support acting as resistance"
PII,STOP LOSS,50.5317,"initial stop, above base resistance and the 30 week average"
PII,BREAKEVEN,39.7035,move the stop to entry here
PII,TARGET 1,18.6743,"measured move, sell part of the position (4.88R)"
PII,TARGET 2,1.1671,second measured move (8.12R)
LNT,SELL STOP,63.2185,"breakout trigger, below the base pivot"
LNT,SELL LIMIT,63.9612,"pullback entry, old support acting as resistance"
LNT,STOP LOSS,70.8047,"initial stop, above base resistance and the 30 week average"
LNT,BREAKEVEN,55.6323,move the stop to entry here
LNT,TARGET 1,49.7071,"measured move, sell part of the position (1.78R)"
LNT,TARGET 2,38.3038,second measured move (3.28R)
PG,SELL STOP,136.2804,"breakout trigger, below the base pivot"
PG,SELL LIMIT,137.8311,"pullback entry, old support acting as resistance"
PG,STOP LOSS,152.6341,"initial stop, above base resistance and the 30 week average"
PG,BREAKEVEN,119.9267,move the stop to entry here
PG,TARGET 1,110.8922,"measured move, sell part of the position (1.55R)"
PG,TARGET 2,89.3411,second measured move (2.87R)
VMI,SELL STOP,370.1566,"breakout trigger, below the base pivot"
VMI,SELL LIMIT,378.7795,"pullback entry, old support acting as resistance"
VMI,STOP LOSS,414.5754,"initial stop, above base resistance and the 30 week average"
VMI,BREAKEVEN,325.7378,move the stop to entry here
VMI,TARGET 1,171.849,"measured move, sell part of the position (4.46R)"
VMI,TARGET 2,9.4695,second measured move (8.12R)
MIDD,SELL STOP,99.2558,"breakout trigger, below the base pivot"
MIDD,SELL LIMIT,101.6492,"pullback entry, old support acting as resistance"
MIDD,STOP LOSS,111.1665,"initial stop, above base resistance and the 30 week average"
MIDD,BREAKEVEN,87.3451,move the stop to entry here
MIDD,TARGET 1,54.7485,"measured move, sell part of the position (3.74R)"
MIDD,TARGET 2,17.2279,second measured move (6.89R)
COST,SELL STOP,894.5783,"breakout trigger, below the base pivot"
COST,SELL LIMIT,905.7699,"pullback entry, old support acting as resistance"
COST,STOP LOSS,998.7416,"initial stop, above base resistance and the 30 week average"
COST,BREAKEVEN,790.4151,move the stop to entry here
COST,TARGET 1,716.7804,"measured move, sell part of the position (1.71R)"
COST,TARGET 2,565.5887,second measured move (3.16R)
O,SELL STOP,57.8069,"breakout trigger, below the base pivot"
O,SELL LIMIT,58.379,"pullback entry, old support acting as resistance"
O,STOP LOSS,64.7437,"initial stop, above base resistance and the 30 week average"
O,BREAKEVEN,50.8701,move the stop to entry here
O,TARGET 1,49.8904,"measured move, sell part of the position (1.14R)"
O,TARGET 2,43.0995,second measured move (2.12R)
PEP,SELL STOP,132.0642,"breakout trigger, below the base pivot"
PEP,SELL LIMIT,133.73,"pullback entry, old support acting as resistance"
PEP,STOP LOSS,147.9119,"initial stop, above base resistance and the 30 week average"
PEP,BREAKEVEN,116.2165,move the stop to entry here
PEP,TARGET 1,96.6171,"measured move, sell part of the position (2.24R)"
PEP,TARGET 2,66.9268,second measured move (4.11R)
REG,SELL STOP,68.0984,"breakout trigger, below the base pivot"
REG,SELL LIMIT,68.8223,"pullback entry, old support acting as resistance"
REG,STOP LOSS,76.2702,"initial stop, above base resistance and the 30 week average"
REG,BREAKEVEN,59.9266,move the stop to entry here
REG,TARGET 1,53.9847,"measured move, sell part of the position (1.73R)"
REG,TARGET 2,42.1145,second measured move (3.18R)
KRG,SELL STOP,21.8173,"breakout trigger, below the base pivot"
KRG,SELL LIMIT,22.0937,"pullback entry, old support acting as resistance"
KRG,STOP LOSS,24.4354,"initial stop, above base resistance and the 30 week average"
KRG,BREAKEVEN,19.1992,move the stop to entry here
KRG,TARGET 1,14.2674,"measured move, sell part of the position (2.88R)"
KRG,TARGET 2,8.0063,second measured move (5.28R)
WM,SELL STOP,207.4804,"breakout trigger, below the base pivot"
WM,SELL LIMIT,210.12,"pullback entry, old support acting as resistance"
WM,STOP LOSS,232.3781,"initial stop, above base resistance and the 30 week average"
WM,BREAKEVEN,182.5827,move the stop to entry here
WM,TARGET 1,173.09,"measured move, sell part of the position (1.38R)"
WM,TARGET 2,143.466,second measured move (2.57R)
PEN,SELL STOP,313.1237,"breakout trigger, below the base pivot"
PEN,SELL LIMIT,314.8,"pullback entry, old support acting as resistance"
PEN,STOP LOSS,330.2763,"initial stop, above base resistance and the 30 week average"
PEN,BREAKEVEN,295.9711,move the stop to entry here
PEN,TARGET 1,260.8577,"measured move, sell part of the position (3.05R)"
PEN,TARGET 2,217.7038,second measured move (5.56R)
GNTX,SELL STOP,19.9117,"breakout trigger, below the base pivot"
GNTX,SELL LIMIT,20.2633,"pullback entry, old support acting as resistance"
GNTX,STOP LOSS,22.3012,"initial stop, above base resistance and the 30 week average"
GNTX,BREAKEVEN,17.5223,move the stop to entry here
GNTX,TARGET 1,14.1788,"measured move, sell part of the position (2.4R)"
GNTX,TARGET 2,9.3111,second measured move (4.44R)
BRX,SELL STOP,25.0438,"breakout trigger, below the base pivot"
BRX,SELL LIMIT,25.3611,"pullback entry, old support acting as resistance"
BRX,STOP LOSS,28.049,"initial stop, above base resistance and the 30 week average"
BRX,BREAKEVEN,22.0385,move the stop to entry here
BRX,TARGET 1,17.8622,"measured move, sell part of the position (2.39R)"
BRX,TARGET 2,11.863,second measured move (4.39R)
FERG,SELL STOP,209.1302,"breakout trigger, below the base pivot"
FERG,SELL LIMIT,212.8928,"pullback entry, old support acting as resistance"
FERG,STOP LOSS,234.2259,"initial stop, above base resistance and the 30 week average"
FERG,BREAKEVEN,184.0346,move the stop to entry here
FERG,TARGET 1,152.9094,"measured move, sell part of the position (2.24R)"
FERG,TARGET 2,104.9226,second measured move (4.15R)
AEE,SELL STOP,99.4277,"breakout trigger, below the base pivot"
AEE,SELL LIMIT,100.5928,"pullback entry, old support acting as resistance"
AEE,STOP LOSS,111.359,"initial stop, above base resistance and the 30 week average"
AEE,BREAKEVEN,87.4964,move the stop to entry here
AEE,TARGET 1,82.8656,"measured move, sell part of the position (1.39R)"
AEE,TARGET 2,68.6838,second measured move (2.58R)
